FileName,Target_Label,IoU_Score
img_001.png,cho,Error
img_002.png,kou,Error
img_003.png,ko,Error
img_004.png,kou,Error
img_005.png,ko,Error
img_006.png,cho,Error
img_007.png,ko,Error
img_008.png,cho,Error
img_009.png,kou,Error
